SITENO,EAST,NORTH,Comment,distance,No Data (sea or off map),Broadleaved woodland,Coniferous Woodland,Arable and Horticulture,Improved Grassland,Rough Grassland,Neutral Grassland,Calcareous Grassland,Acid Grassland ,"Fen, Marsh and Swamp",Heather,Heather grassland,Bog,Montane Habitats,Inland Rock,Salt water,Freshwater,Supra-littoral Rock,Supra-littoral Sediment,Littoral Rock,Littoral sediment,Saltmarsh,Urban,Suburban,TOTAL COUNT
2349,378500,198500, ,1000,0,444,6,1050,2192,734,0,70,0,0,0,15,0,0,0,0,0,0,0,0,0,0,24,489,5024
1408,524000,111200, ,1000,0,470,0,674,3727,37,1,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1419,533200,130600, ,1000,0,1736,107,1171,1626,6,0,0,0,0,0,0,0,0,7,0,342,0,0,0,0,0,29,0,5024
1427,531900,121800, ,1000,0,1008,63,1991,1590,58,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,163,5024
1505,628500,144700, ,1000,0,753,19,1941,1359,313,0,32,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,577,5024
1522,591800,156700, ,1000,0,1309,0,2564,1083,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5024
1528,582700,162900, ,1000,0,845,0,1570,2345,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,173,5024
1606,504200,320600, ,1000,0,1368,50,3108,299,175,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,5024
1710,249000,83600, ,1000,0,2244,532,683,1414,118,0,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1717,248400,70300, ,1000,0,1817,29,876,1834,315,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1806,176600,59500, ,1000,1328,64,0,21,68,737,0,0,0,0,322,377,0,0,0,0,0,0,1765,81,0,0,42,219,5024
1812,210800,91100, ,1000,94,1477,0,931,2135,58,0,0,102,0,17,0,0,0,0,18,0,0,0,126,0,0,28,38,5024
1907,528900,197200, ,1000,0,1806,4,814,2217,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,34,96,5024
1927,533300,239600, ,1000,0,178,0,3161,1617,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,5024
1934,522100,220800, ,1000,0,1403,69,1104,2175,106,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,139,5024
1949,517500,176500, ,1000,0,958,18,74,2358,0,0,0,0,0,0,0,0,0,0,16,359,0,0,0,0,0,549,692,5024
2002,527500,167500, ,1000,0,303,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,3117,5024
2011,513500,149800, ,1000,0,2154,101,480,2103,46,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,5024
2019,533000,158700, ,1000,0,1291,0,0,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2001,5024
2029,517200,160700, ,1000,0,1688,36,2068,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,5024
2033,512100,138800, ,1000,0,1485,27,858,2316,146,122,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,5024
2100,429000,272600, ,1000,0,257,0,312,1394,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2906,5024
2106,437600,272200, ,1000,0,1932,0,1400,1116,99,222,0,0,0,0,0,0,0,112,0,84,0,0,0,0,0,0,59,5024
2202,396300,103000, ,1000,0,454,0,2020,2118,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
2212,402900,77200, ,1000,2189,220,0,324,1237,554,0,46,0,0,0,0,0,0,37,0,0,62,13,0,0,91,0,251,5024
2218,397800,90800, ,1000,0,39,0,185,77,149,0,0,0,0,20,61,0,0,75,2518,111,0,103,0,0,94,240,1352,5024
2230,367400,82700, ,1000,0,174,0,744,1706,297,42,0,0,0,0,0,0,0,24,0,0,0,0,0,0,179,117,1741,5024
2240,369600,72000, ,1000,97,19,0,1507,613,39,0,324,0,0,0,0,0,0,1074,0,0,59,21,0,0,0,362,909,5024
2248,412900,97100, ,1000,0,697,1136,1142,591,125,17,0,0,15,479,488,0,0,0,0,0,0,0,0,0,0,76,258,5024
2266,398600,114100, ,1000,0,0,0,3314,1352,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5024
2310,391200,273500, ,1000,0,1980,302,723,1941,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5024
2320,438600,259600, ,1000,0,429,2,2959,796,180,0,0,0,0,0,0,0,0,35,0,203,0,0,0,0,0,21,399,5024
2326,429900,272800, ,1000,0,296,0,592,1221,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2628,5024
2335,393500,292500, ,1000,0,516,9,0,693,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,227,3549,5024
2342,374000,198300, ,1000,0,1613,31,993,1143,1106,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10,94,5024
2351,436200,294200, ,1000,0,10,0,2456,1842,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,482,5024
2361,406200,297000, ,1000,0,104,45,3450,1118,144,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,145,5024
2370,378400,241400, ,1000,0,184,14,2757,1221,44,340,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,447,5024
2377,391200,273500, ,1000,0,1980,302,723,1941,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5024
2408,418500,140800, ,1000,0,0,0,2328,1800,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,630,255,5024
2416,379100,160900, ,1000,0,753,72,540,2718,277,0,38,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,605,5024
2421,400300,164000, ,1000,0,559,0,3426,447,245,15,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
2500,379000,168200, ,1000,0,567,56,981,2243,625,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,535,5024
2509,288500,129500, ,1000,0,1822,276,50,2182,363,0,0,279,0,42,0,0,0,0,0,0,0,0,0,0,0,0,10,5024
2513,327300,121000, ,1000,0,408,232,2018,1995,313,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,20,5024
2524,349500,132500, ,1000,0,934,578,1158,2203,125,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5024
2536,311200,115400, ,1000,0,187,224,1518,1430,802,0,0,0,0,95,758,0,0,0,0,0,0,0,0,0,0,0,10,5024
2602,127500,669500, ,1000,0,26,0,19,1027,86,0,0,0,0,38,749,2418,0,0,0,7,0,0,0,587,67,0,0,5024
2609,212000,791100, ,1000,0,133,1243,31,26,950,0,0,22,0,16,116,0,0,48,0,2439,0,0,0,0,0,0,0,5024
2705,387800,362600, ,1000,0,846,0,327,1623,461,0,0,0,1,15,32,0,0,0,0,11,0,0,0,0,0,9,1699,5024
2807,466600,386700, ,1000,0,963,259,2546,608,207,0,0,0,0,12,0,0,0,0,0,317,0,0,0,0,0,60,52,5024
2907,401500,552500, ,1000,0,278,94,386,1305,131,0,0,0,0,0,17,0,0,34,0,2761,0,0,0,0,0,0,18,5024
2913,434100,536000, ,1000,0,350,0,2207,697,568,0,0,0,0,68,16,0,0,458,0,12,0,0,0,0,0,87,561,5024
3202,551500,185500, ,1000,0,806,0,0,1686,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,694,1500,5024
1972,516900,205100, ,1000,0,233,0,1499,1037,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,2079,5024
1720,287200,67600, ,1000,0,1169,0,1396,1450,107,0,0,0,0,31,0,0,0,43,0,0,0,0,0,0,0,133,695,5024
3403,415500,446700, ,1000,0,323,77,151,2908,315,39,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,42,1022,5024
2268,392000,87400, ,1000,0,145,0,392,2136,80,325,28,0,58,0,0,0,0,12,0,9,0,0,0,0,15,59,1765,5024
2921,416500,551100, ,1000,0,460,39,831,1276,736,0,0,0,0,64,0,0,0,0,0,14,0,0,0,0,0,668,936,5024
1432,523100,136500, ,1000,0,1036,26,1163,2360,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,301,5024
10315,313700,321300, ,1000,0,519,355,71,2687,460,0,0,736,0,13,183,0,0,0,0,0,0,0,0,0,0,0,0,5024
10483,316700,308700, ,1000,0,334,878,274,3030,351,0,0,0,0,0,129,0,0,0,0,4,0,0,0,0,0,0,24,5024
10501,397300,318700, ,1000,0,766,186,659,508,1347,0,0,0,0,818,353,0,0,0,0,27,0,0,0,0,0,1,359,5024
10355,343800,537800, ,1000,0,551,185,697,3100,312,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5024
10378,262000,257000, ,1000,0,205,176,365,2533,1586,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,115,5024
10396,257000,192000, ,1000,0,253,26,230,760,3263,0,0,0,0,41,71,0,0,0,0,0,0,0,0,0,0,327,53,5024
10405,208000,205000, ,1000,0,644,0,392,3469,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,5024
10411,199000,228000, ,1000,0,217,0,715,3393,654,0,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,0,24,5024
1434,499000,131000, ,1000,0,2864,395,322,1035,0,116,0,0,0,109,0,0,0,20,0,0,0,0,0,0,0,46,117,5024
1723,283200,75100, ,1000,0,1146,1344,349,524,0,311,0,0,0,122,23,0,0,0,0,91,0,0,0,0,0,362,752,5024
2384,437800,272800, ,1000,0,1359,21,1995,1090,77,179,0,0,0,0,0,0,0,42,0,104,0,0,0,0,0,25,132,5024
1960,510400,178500, ,1000,0,212,0,13,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,2392,5024
2619,168000,752000, ,1000,0,696,127,0,47,850,0,0,1314,0,0,186,188,0,84,0,1532,0,0,0,0,0,0,0,5024
2267,361000,100300, ,1000,0,195,0,752,3282,788,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1966,516300,184400, ,1000,0,976,0,0,1373,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,450,2194,5024
1332,487800,238500, ,1000,0,308,0,1287,1745,271,16,0,0,0,0,0,0,0,27,0,24,0,0,0,0,0,72,1274,5024
2386,436300,294600, ,1000,0,0,0,3022,1608,213,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,18,107,5024
1092,453300,102400, ,1000,1925,168,0,1160,229,133,89,0,0,0,0,0,0,0,0,438,147,16,0,0,203,21,86,409,5024
1440,551300,114700, ,1000,0,1152,1321,1368,1148,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5024
2051,484300,148000, ,1000,0,631,0,549,1782,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1625,5024
1090,446000,116000, ,1000,0,806,231,468,2635,41,366,0,0,10,0,0,0,0,10,0,39,0,0,0,0,0,106,312,5024
1143,349000,476400, ,1000,0,1769,60,72,2093,701,0,0,0,94,0,134,19,0,0,0,37,0,0,0,0,0,0,45,5024
1437,554500,97400, ,1000,29,302,0,36,4412,31,0,0,0,0,0,0,0,0,0,0,0,0,0,45,157,0,12,0,5024
2123,438400,272800, ,1000,0,1456,72,1468,1308,68,287,0,0,0,0,0,0,0,52,0,174,0,0,0,0,0,25,114,5024
2391,375600,238200, ,1000,0,2586,61,391,641,1308,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,5024
3225,557000,264400, ,1000,0,237,0,2797,1411,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,476,5024
2603,127700,668100, ,1000,0,271,259,92,1577,119,0,0,0,0,0,267,1216,0,0,0,0,0,0,219,892,102,0,10,5024
1104,354500,477400, ,1000,0,1728,21,51,1429,508,0,0,449,0,0,652,0,0,143,0,0,0,0,0,0,0,0,43,5024
1304,456800,192500, ,1000,0,761,62,2751,965,223,169,0,11,0,0,0,0,0,0,0,72,0,0,0,0,0,0,10,5024
2209,395600,82400, ,1000,0,850,134,874,1926,181,160,374,0,0,39,0,0,0,15,0,0,0,0,0,0,0,0,471,5024
1146,354600,477200, ,1000,0,1943,0,43,1166,546,0,0,592,0,0,621,0,0,72,0,0,0,0,0,0,0,0,41,5024
3613,333400,283900, ,1000,0,458,873,1171,1931,229,0,0,254,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,5024
3615,376900,247400, ,1000,0,618,203,926,859,165,0,0,304,0,37,0,0,0,0,0,0,0,0,0,0,0,126,1786,5024
2905,431600,532500, ,1000,0,179,2,3079,357,165,0,0,0,0,107,18,0,0,891,0,0,0,0,0,0,0,59,167,5024
2515,342600,155500, ,1000,0,1225,74,643,2281,588,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,197,5024
3102,584600,265100, ,1000,0,153,0,42,768,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1638,2398,5024
1914,508200,172700, ,1000,0,89,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,754,1774,5024
1210,507500,249300, ,1000,0,284,27,1048,1059,148,64,0,0,0,0,0,0,0,39,0,701,0,0,0,0,0,452,1202,5024
1725,248000,119000, ,1000,0,1002,246,1751,1118,335,0,0,170,0,31,0,0,0,0,0,14,0,0,0,0,0,15,342,5024
2307,381700,241300, ,1000,0,183,9,1888,2538,303,49,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,32,5024
3011,177000,226800, ,1000,0,36,0,765,2219,1659,0,0,0,0,5,320,0,0,0,0,0,0,0,0,0,0,0,20,5024
2201,412500,101500, ,1000,0,517,611,716,738,325,34,0,0,0,704,538,0,0,76,0,1,0,0,0,0,0,15,749,5024
1302,481300,186700, ,1000,0,1679,194,930,1733,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5024
2319,397300,256000, ,1000,0,1023,131,1576,2139,23,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,5024
1060,431500,104000, ,1000,0,2376,1563,9,83,672,65,0,0,0,16,174,0,0,13,0,0,0,0,0,0,0,0,53,5024
1936,511600,214000, ,1000,0,267,0,2788,1582,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,5024
2108,436200,294200, ,1000,0,10,0,2456,1842,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,482,5024
1971,531700,215400, ,1000,0,742,39,2618,1161,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5024
1703,270400,71000, ,1000,0,2403,0,481,1684,431,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
2120,434000,293500, ,1000,0,407,28,1926,471,132,0,0,158,0,0,0,0,0,66,0,341,0,0,0,0,0,147,1348,5024
2046,538700,144200, ,1000,0,95,0,604,3025,146,80,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,24,1037,5024
1149,347400,479100, ,1000,0,1473,132,34,1768,271,194,0,0,0,0,0,0,0,0,0,0,0,29,0,93,727,28,275,5024
1335,464900,169700, ,1000,0,894,0,1709,526,126,166,0,0,0,0,0,0,0,117,0,1451,0,0,0,0,0,8,27,5024
1727,275000,72000, ,1000,0,1783,29,1445,1660,89,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1820,243500,49200, ,1000,1940,1094,27,1428,357,0,0,0,10,0,0,0,0,0,0,4,0,0,0,90,44,0,0,30,5024
2436,414900,176300, ,1000,0,13,0,2545,1992,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5024
2560,308900,118500, ,1000,0,315,14,1346,2825,205,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,36,205,5024
3235,582000,187000, ,1000,0,1022,0,711,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,2572,5024
3501,126900,560745,Off GB LCM2007,1000,5032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5032
3700,241300,503300,Off GB LCM2007,1000,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3800,441000,101500, ,1000,0,1953,733,330,1115,39,57,0,0,0,44,0,0,0,80,241,48,0,0,0,188,133,0,63,5024
3028,218000,244000, ,1000,0,769,11,130,3745,75,205,0,0,0,22,0,0,0,0,0,9,0,0,0,0,0,0,58,5024
1147,348300,477400, ,1000,0,2411,39,23,1945,464,31,0,0,0,0,27,0,0,0,0,71,0,0,0,0,0,0,13,5024
1152,346800,473900, ,1000,0,1373,59,43,1590,333,96,0,73,18,0,21,19,0,0,0,73,0,7,0,299,881,0,139,5024
3801,462800,106700, ,1000,0,96,0,1956,536,262,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,1364,5024
2649,263800,651000, ,1000,0,298,382,440,2440,357,0,0,72,0,0,10,287,0,127,0,0,0,0,0,0,0,401,210,5024
2279,395500,81000, ,1000,0,98,0,697,3384,148,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,290,5024
1728,311200,115400, ,1000,0,187,224,1518,1430,802,0,0,0,0,95,758,0,0,0,0,0,0,0,0,0,0,0,10,5024
2935,414900,541900, ,1000,0,400,98,1641,2092,287,0,0,27,0,361,118,0,0,0,0,0,0,0,0,0,0,0,0,5024
3031,275500,304500, ,1000,0,770,1027,325,435,1841,0,0,395,0,57,141,0,0,0,0,33,0,0,0,0,0,0,0,5024
10416,248000,216000, ,1000,0,513,104,109,3898,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5024
10452,365700,94800, ,1000,0,273,0,3531,1208,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5024
10476,323700,524800, ,1000,0,895,170,533,1972,526,408,0,127,0,0,0,317,0,0,0,0,0,0,0,0,0,0,76,5024
10479,341200,540400, ,1000,0,635,113,1023,2922,317,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10486,279300,209800, ,1000,0,1056,4,58,956,1181,112,0,0,0,171,12,0,0,0,0,10,0,0,0,0,0,109,1355,5024
10510,269400,89900, ,1000,0,846,77,940,2541,519,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10342,453300,487100, ,1000,0,1167,0,1951,1162,586,0,121,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,10,5024
10348,451100,491300, ,1000,0,1197,590,69,561,77,0,878,285,0,412,616,304,0,0,0,23,0,0,0,0,0,12,0,5024
10349,451800,490900, ,1000,0,1426,688,187,825,126,0,1045,247,0,225,220,0,0,0,0,23,0,0,0,0,0,12,0,5024
10350,457300,487300, ,1000,0,1180,122,1761,1309,627,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5024
10351,453100,489000, ,1000,0,1744,339,334,1592,777,0,80,16,0,55,87,0,0,0,0,0,0,0,0,0,0,0,0,5024
10372,279700,181500, ,1000,0,493,0,262,488,268,0,0,0,0,99,0,0,0,0,0,349,0,3036,0,0,0,0,29,5024
10085,248000,70000, ,1000,0,1877,318,820,1458,398,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10038,290000,176000, ,1000,0,710,0,812,934,1763,0,0,385,0,81,0,0,0,136,0,0,0,0,0,0,0,0,203,5024
10055,278200,77600, ,1000,0,1939,167,1189,1419,136,0,0,129,0,5,0,0,0,0,0,0,0,0,0,0,0,39,1,5024
193,417800,90400, ,1000,3250,115,0,123,48,228,0,0,0,0,44,98,0,0,0,636,0,0,152,0,153,164,0,13,5024
194,173500,205000, ,1000,3652,0,0,0,0,1255,0,0,0,14,0,0,0,0,0,38,0,0,0,0,53,0,0,12,5024
10029,285800,146000, ,1000,0,1095,0,220,1070,196,0,0,524,0,1851,49,0,0,0,0,0,0,0,0,0,0,0,19,5024
10031,279200,146400, ,1000,0,125,100,0,1655,128,0,0,814,0,2160,18,0,0,0,0,0,0,0,0,0,0,0,24,5024
10048,286800,136400, ,1000,0,707,40,48,2555,408,0,0,969,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,5024
2652,327400,673400, ,1000,0,96,212,38,1522,630,0,0,0,0,0,1093,0,0,0,0,45,0,0,0,0,0,659,729,5024
10094,472400,486400, ,1000,0,350,490,1983,1299,155,490,0,0,0,10,60,0,0,126,0,0,0,0,0,0,0,15,46,5024
10199,470700,487900, ,1000,0,1736,372,1456,1035,359,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,28,5024
10357,343800,537800, ,1000,0,551,185,697,3100,312,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5024
10393,287000,184000, ,1000,0,848,102,182,2417,777,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,54,286,5024
10397,248000,368000, ,1000,0,219,0,162,4127,434,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,76,5024
10406,205000,209000, ,1000,0,1188,32,858,2386,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5024
10407,299000,183000, ,1000,0,629,0,218,1492,505,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,283,1638,5024
10412,272000,318000, ,1000,0,1378,383,338,1307,473,2,0,28,0,36,92,0,0,0,0,46,0,0,0,0,0,187,754,5024
10418,236000,253000, ,1000,0,149,333,245,3108,1110,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,56,5024
10419,229000,229000, ,1000,0,208,0,532,3871,385,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,9,5024
10423,264000,341000, ,1000,0,1129,3279,0,105,120,33,0,18,0,138,137,0,0,18,0,39,0,0,0,0,0,8,0,5024
10434,251000,191000, ,1000,0,171,159,71,1999,1864,0,0,0,0,47,636,0,0,0,0,28,0,0,0,0,0,0,49,5024
10453,391000,203300, ,1000,0,1146,11,1042,2244,358,0,70,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,145,5024
10481,278700,212500, ,1000,0,1186,374,105,1823,1308,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,31,5024
10509,269500,90300, ,1000,0,1042,89,1012,2391,352,0,0,0,0,101,0,0,0,15,0,22,0,0,0,0,0,0,0,5024
10339,451700,490300, ,1000,0,1672,278,154,1275,183,0,857,189,0,216,137,0,0,31,0,20,0,0,0,0,0,12,0,5024
10341,453000,486700, ,1000,0,1134,0,2027,1025,622,0,185,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,0,5024
10345,452500,487100, ,1000,0,1054,0,2723,398,579,0,185,45,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,5024
10354,450800,490700, ,1000,0,1018,420,49,907,17,0,876,499,0,804,367,32,0,0,0,23,0,0,0,0,0,12,0,5024
10367,485400,485500, ,1000,0,920,2214,1266,396,197,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10011,290500,144400, ,1000,0,1016,1519,940,513,715,0,0,0,0,241,0,0,0,0,0,8,0,0,0,0,0,0,72,5024
10458,356200,337500, ,1000,0,217,104,2141,1864,442,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,72,5024
10077,263600,93900, ,1000,0,1600,0,536,2130,89,0,0,154,0,455,0,0,0,0,0,0,0,0,0,0,0,0,60,5024
10371,312600,184400, ,1000,0,1412,34,133,1036,682,29,0,225,0,176,0,0,0,0,0,21,0,0,0,0,0,262,1014,5024
10370,295700,186300, ,1000,0,350,245,43,1083,2733,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5024
10042,271300,73200, ,1000,0,2072,260,1127,1236,314,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10001,297400,144100, ,1000,0,744,1361,1207,339,327,0,0,139,0,395,258,0,0,0,0,0,0,0,0,0,0,0,254,5024
10012,295200,144200, ,1000,0,659,3365,476,234,59,0,0,155,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3807,458000,101000, ,1000,0,716,0,1017,833,146,119,0,0,0,20,82,0,0,80,0,66,0,0,0,0,0,292,1653,5024
3808,458000,101000, ,1000,0,716,0,1017,833,146,119,0,0,0,20,82,0,0,80,0,66,0,0,0,0,0,292,1653,5024
10514,338300,299900, ,1000,0,693,410,164,2085,94,0,0,760,0,510,281,0,0,0,0,0,0,0,0,0,0,12,15,5024
10382,255000,207000, ,1000,0,162,0,106,3273,1393,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,5024
10387,232000,373000, ,1000,928,12,0,17,412,484,0,0,0,0,0,48,0,0,0,372,377,21,1004,288,306,0,152,603,5024
10389,242000,249000, ,1000,0,124,19,196,2810,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5024
10394,246000,258000, ,1000,0,283,0,327,3921,477,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
10403,246000,353000, ,1000,0,250,0,246,2971,1333,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,177,5024
10404,247000,342000, ,1000,0,504,95,126,2766,1508,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5024
10415,204000,233000, ,1000,0,247,221,110,3785,510,0,0,108,0,7,0,0,0,0,0,0,0,0,0,0,0,24,12,5024
10431,214000,229000, ,1000,1,265,10,185,3445,1013,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,22,5024
10439,336300,98300, ,1000,0,729,289,1459,1608,782,0,0,27,0,69,16,0,0,0,0,3,0,0,0,0,0,0,42,5024
10487,279300,209700, ,1000,0,1036,8,58,982,1230,112,0,0,0,168,95,0,0,0,0,0,0,0,0,0,0,92,1243,5024
10490,155415,513930,Off GB LCM2007,1000,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5023
10496,120720,522618,Off GB LCM2007,1000,5033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5033
10505,268800,84300, ,1000,0,849,0,355,2929,198,0,0,623,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,5024
10026,285800,143200, ,1000,0,180,22,6,864,52,0,0,3116,0,267,446,0,0,0,0,62,0,0,0,0,0,0,9,5024
10054,248500,119600, ,1000,0,936,80,1398,1283,389,0,0,143,0,31,0,0,0,0,0,14,0,0,0,0,0,56,694,5024
196,350000,727900, ,1000,459,0,1677,92,0,249,0,0,0,0,23,130,0,0,0,0,91,0,788,0,1515,0,0,0,5024
10074,276700,76300, ,1000,0,930,15,602,1551,182,0,0,1337,0,344,0,0,0,61,0,0,0,0,0,0,0,2,0,5024
10028,299400,140200, ,1000,0,430,617,1173,722,560,0,0,0,0,502,992,0,0,0,0,0,0,0,0,0,0,0,28,5024
10043,290400,148000, ,1000,0,1064,67,1646,945,256,0,0,13,0,301,717,0,0,0,0,0,0,0,0,0,0,0,15,5024
10050,266400,72500, ,1000,0,1459,18,607,1606,240,0,0,810,0,269,0,0,0,15,0,0,0,0,0,0,0,0,0,5024
10057,272500,68500, ,1000,0,2907,0,694,1263,138,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,5024
10058,250200,69500, ,1000,0,1104,0,610,2587,534,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,177,5024
10070,266000,147700, ,1000,0,1885,44,0,2668,68,0,0,299,0,49,0,0,0,0,0,0,0,0,0,0,0,0,11,5024
