SITENO,EAST,NORTH,Comment,distance,No Data (sea or off map),Broadleaved woodland,Coniferous Woodland,Arable and Horticulture,Improved Grassland,Rough Grassland,Neutral Grassland,Calcareous Grassland,Acid Grassland ,"Fen, Marsh and Swamp",Heather,Heather grassland,Bog,Montane Habitats,Inland Rock,Salt water,Freshwater,Supra-littoral Rock,Supra-littoral Sediment,Littoral Rock,Littoral sediment,Saltmarsh,Urban,Suburban,TOTAL COUNT
2334,380300,260400, ,1000,0,982,0,1867,2110,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5024
2336,395700,284800, ,1000,0,834,0,0,543,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,341,3292,5024
2338,386600,254700, ,1000,0,559,0,193,609,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,3168,5024
2339,399200,224400, ,1000,0,292,0,532,1184,1202,0,1521,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,17,5024
2340,384800,202800, ,1000,0,1037,447,1152,974,417,0,95,0,0,0,0,0,0,0,0,33,0,0,0,0,0,21,848,5024
2341,437900,272600, ,1000,0,1528,0,1648,1232,83,225,0,0,0,0,0,0,0,58,0,92,0,0,0,0,0,25,133,5024
2343,374000,198400, ,1000,0,1600,17,1046,1094,1091,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10,132,5024
2344,375500,275900, ,1000,0,4170,521,116,110,48,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,5024
2346,395500,281000, ,1000,0,1350,136,1107,2152,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5024
2347,438300,261500, ,1000,0,544,0,1652,2370,301,0,0,0,0,0,0,0,0,48,0,26,0,0,0,0,0,18,65,5024
2350,351500,232900, ,1000,0,1253,427,2540,649,120,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,5024
2352,435800,293700, ,1000,0,75,0,2366,1398,232,0,0,0,0,0,0,0,0,74,0,20,0,0,0,0,0,45,814,5024
2354,339300,269500, ,1000,0,1216,2270,195,1155,176,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5024
2355,407000,247200, ,1000,0,273,0,2025,1569,370,262,41,0,0,0,0,0,0,51,0,34,0,0,0,0,0,102,297,5024
2360,386800,212000, ,1000,0,1237,197,1836,1017,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5024
2362,374100,198300, ,1000,0,1826,32,806,1101,1079,0,12,0,0,0,22,0,0,0,0,0,0,0,0,0,0,10,136,5024
2363,355800,337300, ,1000,0,100,55,2305,2133,223,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,60,5024
2364,374200,304500, ,1000,0,98,119,3734,1021,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5024
2368,393500,281500, ,1000,0,533,761,988,2261,200,0,0,15,0,78,10,0,0,0,0,0,0,0,0,0,0,0,178,5024
2369,404300,283200, ,1000,0,176,1,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,2357,5024
2371,381800,241000, ,1000,0,166,9,1966,2519,316,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5024
2372,342300,323200, ,1000,0,47,27,2632,2088,42,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,22,93,5024
2809,448900,291100, ,1000,0,196,0,3192,1044,0,447,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,24,65,5024
2813,462500,362500, ,1000,0,847,2846,816,74,99,0,0,0,0,112,75,0,0,0,0,17,0,0,0,0,0,90,48,5024
2815,430900,329000, ,1000,0,258,0,1437,1519,229,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,782,716,5024
2901,448100,525300, ,1000,0,654,169,1796,1233,352,3,0,0,0,0,0,0,0,1,0,30,0,27,0,0,0,201,558,5024
2902,432500,538500, ,1000,0,256,0,2135,2326,200,0,0,0,0,46,17,0,0,12,0,0,0,0,0,0,0,0,32,5024
2903,433100,541700, ,1000,0,287,43,3948,382,144,16,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,62,113,5024
2688,317500,674700, ,1000,0,340,484,2236,442,523,0,0,18,0,71,0,0,0,42,0,0,0,0,0,0,0,92,776,5024
2689,346800,683000, ,1000,1696,40,11,36,478,1525,0,0,0,0,0,65,0,0,0,106,0,0,370,54,570,0,30,43,5024
2690,371800,677100, ,1000,1480,24,0,1449,0,385,0,0,0,0,0,0,0,0,952,305,0,0,0,90,336,0,0,3,5024
2691,359200,677400, ,1000,0,327,122,2786,422,164,0,0,0,0,81,0,0,0,156,0,0,0,0,0,0,0,80,886,5024
2906,436500,535500, ,1000,0,97,158,2552,1561,124,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,107,336,5024
2908,416500,531500, ,1000,0,762,257,679,2589,200,71,0,0,0,0,27,0,0,0,0,220,0,0,0,0,0,21,198,5024
2909,435200,513700, ,1000,0,158,25,2484,1295,0,69,0,0,0,19,0,0,0,0,0,12,0,0,0,0,0,159,803,5024
2910,432500,548500, ,1000,0,518,0,1918,776,250,693,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,246,494,5024
3001,268400,205800, ,1000,0,1011,0,10,1614,2055,0,0,316,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3002,318700,376400, ,1000,0,597,0,921,1338,453,0,0,17,0,0,0,0,0,0,0,48,0,0,0,0,0,235,1415,5024
3003,276400,382700, ,1000,361,0,0,0,339,1250,0,0,666,0,5,211,0,0,21,1424,0,0,62,113,232,0,5,335,5024
3004,284600,332600, ,1000,0,204,2083,2,347,578,0,0,1069,0,38,678,0,0,0,0,25,0,0,0,0,0,0,0,5024
3005,201800,211100, ,1000,0,683,0,442,2925,555,0,0,0,0,0,0,0,0,0,3,0,0,0,0,189,176,0,51,5024
3007,273700,322500, ,1000,0,1003,2660,110,505,399,44,0,66,0,43,167,0,0,0,0,27,0,0,0,0,0,0,0,5024
3009,193100,200500, ,1000,0,113,0,1474,3165,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,5024
3010,196000,206000, ,1000,2,293,13,556,2277,233,0,0,0,0,0,0,0,0,0,0,51,0,0,0,145,113,55,1286,5024
3200,556000,204900, ,1000,0,276,0,3950,584,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,50,5024
3203,566300,187800, ,1000,0,1222,0,1054,1328,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,131,1246,5024
3210,520500,296500, ,1000,0,9,0,1034,637,231,0,0,0,0,0,0,0,0,10,0,311,0,0,0,0,0,169,2623,5024
3211,541500,255000, ,1000,0,12,0,3906,482,288,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,19,296,5024
3213,538100,195700, ,1000,0,1444,0,136,1434,0,116,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,51,1007,5024
3401,485400,484800, ,1000,0,662,1349,2094,289,531,0,90,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1719,276200,82000, ,1000,0,2501,65,275,2068,30,0,0,69,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3409,459700,454300, ,1000,0,47,0,327,1160,0,596,0,0,0,22,0,0,0,0,0,16,0,0,0,0,0,861,1995,5024
2915,399500,520500, ,1000,0,227,42,101,4023,113,0,0,464,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5024
2916,436500,535700, ,1000,0,100,158,2561,1560,133,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,107,333,5024
2380,381700,321500, ,1000,0,150,16,1351,3011,83,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5024
1324,485700,179500, ,1000,0,427,0,1337,1001,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,1732,5024
1325,488400,190000, ,1000,0,727,9,2670,751,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,5024
3402,471000,475500, ,1000,0,40,18,4721,213,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1141,347500,475000, ,1000,0,1431,94,11,1845,381,4,0,4,910,0,0,19,0,0,0,214,0,0,0,0,0,0,111,5024
1721,282400,76500, ,1000,0,1188,774,845,642,55,48,0,0,0,156,105,0,0,0,0,0,0,0,0,0,0,574,637,5024
2615,284000,767000, ,1000,0,0,4391,0,73,130,0,0,52,0,324,54,0,0,0,0,0,0,0,0,0,0,0,0,5024
2543,297100,128500, ,1000,0,690,316,48,2185,304,0,0,456,0,509,0,0,0,0,0,502,0,0,0,0,0,0,14,5024
2544,333000,166000, ,1000,1284,48,27,548,1292,0,0,0,14,0,0,0,0,0,0,196,0,0,57,1105,79,315,0,59,5024
1428,530200,125400, ,1000,0,722,0,1022,2235,220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,824,5024
2917,425600,534800, ,1000,0,531,130,1256,464,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,2158,5024
2383,438500,259600, ,1000,0,422,0,2883,806,179,0,0,0,0,0,0,0,0,35,0,202,0,0,0,0,0,21,476,5024
1433,499500,131700, ,1000,0,2600,190,27,1684,0,156,0,0,0,75,0,0,0,43,0,9,0,0,0,0,0,46,194,5024
2381,337800,299600, ,1000,0,486,380,151,1507,0,0,0,799,0,1384,305,0,0,0,0,0,0,0,0,0,0,12,0,5024
2919,445400,522800, ,1000,0,390,254,254,716,223,0,0,0,10,0,0,0,0,0,0,9,0,38,0,0,10,208,2912,5024
2920,418000,559800, ,1000,0,1349,1190,1530,399,262,74,0,0,0,18,0,0,0,0,0,41,0,0,0,0,0,0,161,5024
2616,332800,672700, ,1000,287,247,0,82,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,633,0,439,1658,5024
2617,261000,658000, ,1000,0,1445,86,467,1992,456,0,0,64,0,20,0,0,0,0,0,0,0,0,0,0,0,92,402,5024
2618,261400,658300, ,1000,0,1363,127,601,1776,458,0,0,64,0,25,0,0,0,0,0,0,0,0,0,0,0,43,567,5024
3104,593500,258100, ,1000,0,982,93,3671,223,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5024
1431,546700,132300, ,1000,0,2243,23,213,583,1682,0,0,0,0,148,119,0,0,0,0,0,0,0,0,0,0,0,13,5024
1957,515300,194200, ,1000,0,1169,0,63,910,71,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,61,2708,5024
3300,596000,295700, ,1000,0,147,3,3534,1058,242,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5024
1142,354100,479100, ,1000,0,163,21,131,1088,622,0,0,295,0,21,634,0,0,2022,0,0,0,0,0,0,0,0,27,5024
1532,553000,160800, ,1000,0,1057,20,1035,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,5024
1533,552800,161300, ,1000,0,975,66,1597,2219,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,5024
2045,523900,161900, ,1000,0,205,0,328,1424,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,5024
2048,537600,162100, ,1000,0,1277,0,196,1867,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1623,5024
3216,593200,184500, ,1000,94,28,0,271,544,0,0,0,0,0,0,0,0,0,0,24,19,0,0,41,1334,99,942,1628,5024
3217,606500,218500, ,1000,156,327,0,2702,391,184,0,0,0,0,0,0,0,0,197,44,160,0,0,27,617,219,0,0,5024
3218,572000,187500, ,1000,0,385,11,143,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,243,2389,5024
3405,380900,469500, ,1000,0,61,1,0,1129,88,0,0,2396,0,0,677,0,0,512,0,33,0,0,0,0,0,32,95,5024
3406,458000,448000, ,1000,0,520,22,2462,1217,172,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,218,392,5024
2925,445700,540700, ,1000,2054,315,0,684,769,132,128,0,0,0,0,0,0,0,0,67,30,140,21,0,165,0,194,325,5024
2926,445700,540700, ,1000,2054,315,0,684,769,132,128,0,0,0,0,0,0,0,0,67,30,140,21,0,165,0,194,325,5024
2049,517900,159200, ,1000,0,1984,0,38,719,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2147,5024
2927,425100,549300, ,1000,0,1413,233,1258,1352,582,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,9,104,5024
3220,596300,214600, ,1000,0,54,17,3564,1181,7,112,0,0,0,0,0,0,0,0,0,24,0,0,0,0,12,9,44,5024
3105,575800,272800, ,1000,0,611,0,957,2049,1113,0,0,0,0,61,45,0,0,0,0,114,0,0,0,0,0,46,28,5024
2385,444200,264800, ,1000,0,418,21,2245,1986,73,0,0,0,0,0,46,0,0,0,0,64,0,0,0,0,0,21,150,5024
3404,458000,409000, ,1000,0,204,28,4045,398,101,214,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,19,5024
1959,510300,176000, ,1000,0,40,0,0,642,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,1300,2859,5024
1961,515000,179000, ,1000,0,327,11,0,3176,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,224,1184,5024
2924,437500,523900, ,1000,0,97,50,3750,430,27,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,424,5024
2043,497400,163300, ,1000,0,1167,6,309,1207,378,0,0,0,0,780,274,0,0,0,0,0,0,0,0,0,0,45,858,5024
2044,530900,156700, ,1000,0,1367,71,1152,1755,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,5024
1435,560400,112300, ,1000,0,1444,10,1342,2073,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,5024
1145,348000,477800, ,1000,0,2601,39,23,1758,476,104,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,9,5024
2620,324000,713100, ,1000,0,230,2,1629,2863,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5024
2621,232700,635700, ,1000,47,149,145,126,2570,372,0,0,0,0,28,9,0,0,0,0,107,0,537,0,376,0,208,350,5024
2622,364100,624400, ,1000,0,418,693,2447,885,505,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,14,14,5024
3222,537300,263300, ,1000,0,64,0,3449,374,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,814,5024
3013,316000,199000, ,1000,0,679,33,441,1315,659,0,0,0,0,87,221,0,0,0,0,0,0,0,0,0,0,140,1449,5024
2623,284300,554200, ,1000,0,352,1435,367,183,429,0,0,22,0,0,0,0,0,37,0,28,0,62,0,2079,0,0,30,5024
1436,548200,122200, ,1000,0,1410,29,430,1726,48,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,40,1321,5024
3302,618900,307500, ,1000,0,1039,26,880,1432,203,105,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,670,549,5024
2624,281300,654900, ,1000,0,785,51,559,1533,665,0,0,0,0,18,317,0,0,0,0,45,0,0,0,0,0,21,1030,5024
1461,543000,109800, ,1000,0,193,21,886,2850,511,0,76,0,0,0,0,0,0,0,0,16,0,0,0,30,22,188,231,5024
1462,543600,110100, ,1000,0,244,0,410,3862,432,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1465,491500,116200, ,1000,0,3842,28,425,501,49,0,144,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,6,5024
1823,135200,31800, ,1000,2763,90,0,882,278,104,0,0,94,0,75,246,0,0,0,0,0,0,15,477,0,0,0,0,5024
1824,135800,32500, ,1000,1967,326,0,1402,691,49,0,0,88,0,0,59,0,0,0,0,0,0,15,427,0,0,0,0,5024
1962,515700,179400, ,1000,0,176,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1056,2459,5024
1964,528400,187100, ,1000,0,504,8,0,957,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1792,1672,5024
1965,516200,184300, ,1000,0,979,0,0,1432,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,536,2046,5024
1444,518400,122500, ,1000,0,1071,0,1939,1996,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5024
1816,195300,59500, ,1000,0,1669,0,663,618,135,0,0,0,371,1503,36,0,0,0,0,29,0,0,0,0,0,0,0,5024
1330,483300,234400, ,1000,0,430,0,1005,869,294,0,0,0,0,0,12,0,0,160,0,0,0,0,0,0,0,269,1985,5024
1331,485000,240100, ,1000,0,738,0,85,685,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,3015,5024
1333,465000,215500, ,1000,0,54,0,905,3512,479,52,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,5024
1334,484600,242000, ,1000,0,463,0,776,1409,97,37,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,1987,5024
2389,430800,278600, ,1000,0,168,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,3309,5024
2390,431400,279300, ,1000,0,195,0,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,3509,5024
1817,205700,60900, ,1000,0,1642,0,1163,1783,118,0,0,0,0,187,97,0,0,23,0,0,0,0,0,0,0,11,0,5024
3221,532500,292500, ,1000,0,0,0,4870,86,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,5024
2547,371500,170000, ,1000,0,808,211,1544,1586,761,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5024
3408,498000,485600, ,1000,0,384,81,2550,1041,560,0,51,6,0,140,89,0,0,58,0,0,0,0,0,0,0,0,64,5024
3223,551300,259400, ,1000,0,11,0,2620,2188,138,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,14,38,5024
1438,497300,117400, ,1000,0,1924,16,848,1843,170,0,0,0,0,0,62,0,0,27,0,98,0,0,0,0,0,0,36,5024
1439,521900,112000, ,1000,0,737,0,1787,2015,101,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,148,5024
1441,521700,113500, ,1000,0,305,0,1056,3060,15,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,58,514,5024
3019,322100,164900, ,1000,4706,0,0,202,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1328,482100,203400, ,1000,0,1227,41,1585,1075,509,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515,5024
2625,196500,761500, ,1000,1388,276,16,0,57,177,0,0,1628,0,307,972,0,0,0,0,34,0,0,28,124,15,2,0,5024
2626,205500,770500, ,1000,2349,531,35,0,28,664,0,0,728,0,157,516,0,0,0,0,0,0,0,0,16,0,0,0,5024
2627,254900,677700, ,1000,0,1383,908,0,530,1457,0,0,0,0,18,492,0,0,0,0,197,0,0,0,0,0,39,0,5024
2433,411500,129500, ,1000,0,74,0,3007,1589,93,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,48,5024
2269,400500,78200, ,1000,0,58,0,807,2496,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,5024
2253,402000,81100, ,1000,0,413,0,1173,2312,303,89,537,0,0,1,52,0,0,29,0,11,0,0,0,0,0,12,92,5024
1086,447200,91200, ,1000,0,3144,912,272,441,0,102,0,0,0,50,0,0,0,44,0,0,0,0,0,0,0,0,59,5024
1825,139600,22300, ,1000,2357,546,0,935,359,63,0,0,62,0,51,189,0,0,12,12,0,0,68,312,29,0,16,13,5024
1826,141100,35600, ,1000,527,66,0,1204,998,89,0,0,0,0,1178,582,0,0,7,0,0,0,0,328,30,0,0,15,5024
2067,518900,160500, ,1000,0,3155,0,125,692,13,141,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5,859,5024
2069,485900,141500, ,1000,0,1244,512,1068,324,116,0,0,0,0,692,797,0,0,0,0,238,0,0,0,0,0,0,33,5024
2070,489400,135100, ,1000,0,2669,560,49,359,10,0,0,32,0,419,315,0,0,11,0,0,0,0,0,0,0,85,515,5024
2071,537900,164700, ,1000,0,1044,72,1410,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894,5024
1087,446800,91500, ,1000,0,2509,569,1038,637,0,118,0,0,0,50,0,0,0,44,0,0,0,0,0,0,0,0,59,5024
1088,447000,127500, ,1000,0,393,0,752,1891,177,221,0,0,10,29,12,0,0,0,0,14,0,0,0,0,0,83,1442,5024
1089,448400,106100, ,1000,659,201,0,269,237,42,0,0,0,0,32,0,0,0,11,953,21,0,5,0,897,195,557,945,5024
1091,443700,111500, ,1000,0,42,0,0,224,0,0,0,0,0,0,0,0,0,0,608,148,0,0,0,255,74,1606,2067,5024
1223,504900,251200, ,1000,0,70,0,265,1297,22,0,0,0,0,0,0,0,0,19,0,37,0,0,0,0,0,404,2910,5024
1726,278500,89200, ,1000,0,1703,1147,773,1335,12,0,0,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
3014,311000,203000, ,1000,0,178,216,66,1335,220,0,0,2911,0,0,0,0,0,0,0,49,0,0,0,0,0,0,49,5024
3015,305000,208000, ,1000,0,315,8,10,828,329,0,0,311,14,22,45,0,0,0,0,29,0,0,0,0,0,91,3022,5024
3016,297000,198000, ,1000,0,183,433,0,189,564,0,0,2591,0,265,72,0,0,48,0,0,0,0,0,0,0,149,530,5024
3017,290000,175000, ,1000,0,106,0,1378,2038,1031,0,0,95,0,7,0,0,0,19,0,0,0,0,0,0,0,0,350,5024
3018,290000,175000, ,1000,0,106,0,1378,2038,1031,0,0,95,0,7,0,0,0,19,0,0,0,0,0,0,0,0,350,5024
1724,268000,102500, ,1000,0,291,0,2340,2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1326,486700,199200, ,1000,0,579,0,1921,2111,349,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5024
1144,353700,478300, ,1000,0,907,21,132,1772,654,0,0,61,0,21,413,0,0,898,0,0,0,0,0,0,0,7,138,5024
2431,424000,128000, ,1000,0,1366,1237,1038,1207,10,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5024
1967,512000,187500, ,1000,0,33,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4074,5024
1968,503600,207200, ,1000,0,100,4,848,1054,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2902,5024
1969,511700,228800, ,1000,0,649,40,3637,547,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5024
1970,536500,182300, ,1000,0,121,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,1182,5024
1093,429000,132000, ,1000,0,309,18,4481,110,20,71,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5024
1096,470200,112300, ,1000,0,209,0,688,789,0,200,0,0,0,6,0,0,0,155,0,0,0,0,0,0,0,283,2694,5024
1336,453600,227300, ,1000,0,362,0,1973,2073,316,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,287,5024
1337,481800,195900, ,1000,0,1345,35,2304,898,385,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5024
1339,461800,179500, ,1000,0,726,421,1457,1967,253,15,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,14,2,5024
1340,432900,182800, ,1000,0,153,0,1565,2514,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5024
1446,547800,128900, ,1000,0,642,51,891,1000,463,0,0,0,0,170,1650,0,0,0,0,0,0,0,0,0,0,102,55,5024
1448,553000,120800, ,1000,0,682,17,1187,3020,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5024
1449,517800,123700, ,1000,0,613,0,1594,2781,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5024
1450,509500,132700, ,1000,0,488,22,1037,3025,26,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,5024
1535,544600,163500, ,1000,0,1251,16,1390,1306,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,779,5024
1537,546000,170200, ,1000,0,1369,0,83,1433,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1949,5024
1973,521000,187000, ,1000,0,232,0,42,757,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,414,3050,5024
1975,519600,228500, ,1000,0,124,0,1252,438,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3103,5024
1976,528000,204000, ,1000,0,3207,186,189,1262,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,5024
1979,523500,214300, ,1000,0,1752,0,99,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2466,5024
2052,497700,165500, ,1000,0,1015,126,656,182,399,0,0,0,0,1322,722,0,0,13,0,0,0,0,0,0,0,141,448,5024
2053,513500,149900, ,1000,0,2401,129,426,1907,44,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5024
2054,530500,157800, ,1000,0,724,0,296,2024,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,5024
2055,519000,173000, ,1000,0,1942,0,0,2134,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,826,5024
2115,438100,272700, ,1000,0,1551,21,1473,1372,68,229,0,0,0,0,0,0,0,48,0,116,0,0,0,0,0,25,121,5024
2117,410500,297500, ,1000,0,2137,390,0,584,0,0,0,0,0,214,158,0,0,0,0,183,0,0,0,0,0,32,1326,5024
2119,433500,293600, ,1000,0,364,28,1301,608,178,0,0,202,0,0,0,0,0,0,0,511,0,0,0,0,0,138,1694,5024
2121,433700,293900, ,1000,0,439,49,1949,436,149,0,0,196,0,0,0,0,0,25,0,540,0,0,0,0,0,133,1108,5024
2124,437900,272800, ,1000,0,1424,21,1814,1169,79,186,0,0,0,0,0,0,0,48,0,117,0,0,0,0,0,25,141,5024
2127,420000,260300, ,1000,0,795,0,1685,2011,515,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,5024
2128,437700,270900, ,1000,0,1696,0,1876,1254,0,126,0,0,0,0,0,0,0,29,0,22,0,0,0,0,0,0,21,5024
2129,437700,270900, ,1000,0,1696,0,1876,1254,0,126,0,0,0,0,0,0,0,29,0,22,0,0,0,0,0,0,21,5024
2130,423900,233500, ,1000,0,1586,23,1740,1373,293,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5024
2271,399100,79400, ,1000,0,753,0,460,3076,101,151,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,23,425,5024
2272,418300,93100, ,1000,0,196,0,57,498,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,718,3524,5024
2393,382800,248700, ,1000,0,636,59,1631,2561,38,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,75,5024
2395,388500,348500, ,1000,0,65,38,0,920,48,0,0,0,0,0,79,0,0,0,0,38,0,0,0,0,0,1790,2046,5024
2396,387200,348500, ,1000,0,274,22,0,1265,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1473,1911,5024
2397,327300,323700, ,1000,0,1368,103,1026,1750,182,0,0,33,0,19,0,0,0,462,0,0,0,0,0,0,0,0,81,5024
2398,394600,280800, ,1000,0,1391,145,1037,1962,243,0,0,37,0,49,10,0,0,0,0,0,0,0,0,0,0,0,150,5024
